customer_id,recence,frequence,montant,panier_moyen,anciennete,R,F,M,score_rfm,segment,country,declared_preference,age_bracket,life_stage,urban_density
54986,11,2,161.19,80.595,55,5,2,2,522,Nouveaux prometteurs,France,Peau mixte,,,Zone rurale
54987,15,2,177.87,88.935,115,5,2,3,523,Nouveaux prometteurs,United Kingdom,Peau sensible,,,
54988,48,2,93.39000000000001,46.69500000000001,52,5,2,2,522,Nouveaux prometteurs,France,Recherche vegan,55 ans et plus,,
54989,120,2,112.4,56.2,205,4,2,2,422,Nouveaux prometteurs,France,,45-54 ans,,
54990,310,2,173.15,86.575,397,2,2,3,223,Hibernants,France,,,,
54991,15,2,244.69,122.345,41,5,2,3,523,Nouveaux prometteurs,France,,,Famille avec adolescents,
54992,15,2,67.9,33.95,34,5,2,1,521,Nouveaux prometteurs,Germany,Anti-imperfections,,,
54993,18,2,68.12,34.06,26,5,2,1,521,Nouveaux prometteurs,France,Peau sensible,,,Zone rurale
54994,11,2,206.10999999999999,103.05499999999999,53,5,2,3,523,Nouveaux prometteurs,France,,,,
54995,14,1,157.20000000000002,157.20000000000002,14,5,1,2,512,Nouveaux prometteurs,France,,,,
54996,12,1,118.96,118.96,12,5,1,2,512,Nouveaux prometteurs,France,Anti-imperfections,25-34 ans,,
54997,51,1,63.78,63.78,51,5,1,1,511,Nouveaux prometteurs,France,Recherche vegan,45-54 ans,,
54998,20,1,12.84,12.84,20,5,1,1,511,Nouveaux prometteurs,France,Anti-âge,,,
54999,30,2,210.33999999999997,105.16999999999999,62,5,2,3,523,Nouveaux prometteurs,France,,45-54 ans,Famille avec adolescents,
55000,22,2,204.31,102.155,39,5,2,3,523,Nouveaux prometteurs,Germany,Anti-âge,25-34 ans,,Périurbain
55001,4,1,94.68,94.68,4,5,1,2,512,Nouveaux prometteurs,France,,,Retraité(e),
55002,21,1,125.36000000000001,125.36000000000001,21,5,1,2,512,Nouveaux prometteurs,France,,,,
55003,20,2,262.49,131.245,48,5,2,3,523,Nouveaux prometteurs,USA,Sans parfum,,,
55004,54,2,114.77000000000001,57.385000000000005,274,5,2,2,522,Nouveaux prometteurs,France,Anti-imperfections,35-44 ans,,
55005,34,2,44.95,22.475,65,5,2,1,521,Nouveaux prometteurs,France,,18-24 ans,,Périurbain
55006,76,1,209.35,209.35,76,4,1,3,413,Nouveaux prometteurs,France,,35-44 ans,,
55007,10,2,292.03999999999996,146.01999999999998,11,5,2,3,523,Nouveaux prometteurs,France,,55 ans et plus,,
55009,17,2,300.85,150.425,37,5,2,3,523,Nouveaux prometteurs,Finland,,,,
55010,15,1,176.59,176.59,15,5,1,3,513,Nouveaux prometteurs,France,,35-44 ans,,Zone urbaine dense
55011,56,2,139.53,69.765,79,5,2,2,522,Nouveaux prometteurs,France,,,,
55012,138,2,55.07,27.535,183,3,2,1,321,Clients moyens,France,,25-34 ans,,
55013,25,2,285.86,142.93,99,5,2,3,523,Nouveaux prometteurs,Germany,,,,
55014,34,2,91.63999999999999,45.81999999999999,41,5,2,2,522,Nouveaux prometteurs,France,Anti-imperfections,,,
55015,20,1,139.14,139.14,20,5,1,2,512,Nouveaux prometteurs,France,,,Famille avec adolescents,Zone rurale
55016,46,2,229.89999999999998,114.94999999999999,112,5,2,3,523,Nouveaux prometteurs,France,,55 ans et plus,,
55017,22,2,199.95999999999998,99.97999999999999,22,5,2,3,523,Nouveaux prometteurs,France,Anti-âge,,,
55018,13,2,149.11,74.555,15,5,2,2,522,Nouveaux prometteurs,France,,35-44 ans,,
55019,24,2,275.47,137.735,91,5,2,3,523,Nouveaux prometteurs,France,Recherche vegan,35-44 ans,,Périurbain
55020,70,2,191.6,95.8,108,4,2,3,423,Nouveaux prometteurs,France,Anti-imperfections,,,
55021,37,2,161.28000000000003,80.64000000000001,61,5,2,2,522,Nouveaux prometteurs,France,,,,
55022,9,2,167.51,83.755,34,5,2,2,522,Nouveaux prometteurs,France,,25-34 ans,,
55023,21,1,88.86,88.86,21,5,1,2,512,Nouveaux prometteurs,France,,,,
55024,22,1,172.74,172.74,22,5,1,3,513,Nouveaux prometteurs,France,,,,Zone rurale
55025,30,2,68.49,34.245,60,5,2,1,521,Nouveaux prometteurs,France,Anti-âge,45-54 ans,Famille avec adolescents,
55026,5,1,18.0,18.0,5,5,1,1,511,Nouveaux prometteurs,France,Peau sèche,35-44 ans,Parent de jeunes enfants,
55027,71,2,166.59000000000003,83.29500000000002,123,4,2,2,422,Nouveaux prometteurs,Germany,Sans parfum,,,
55028,5,1,49.16,49.16,5,5,1,1,511,Nouveaux prometteurs,France,Peau mixte,55 ans et plus,,
55029,15,2,286.75,143.375,19,5,2,3,523,Nouveaux prometteurs,France,,,,
55030,36,2,78.6,39.3,39,5,2,2,522,Nouveaux prometteurs,France,Sans parfum,55 ans et plus,Parent de jeunes enfants,
55031,30,2,63.06,31.53,62,5,2,1,521,Nouveaux prometteurs,Germany,Anti-âge,,Retraité(e),
55032,6,1,86.56,86.56,6,5,1,2,512,Nouveaux prometteurs,France,,,,
55033,79,2,145.07,72.535,372,4,2,2,422,Nouveaux prometteurs,France,,,,
55034,11,2,81.3,40.65,27,5,2,2,522,Nouveaux prometteurs,Germany,,,,
55035,31,2,35.34,17.67,46,5,2,1,521,Nouveaux prometteurs,Finland,Sans parfum,,,
55036,22,2,156.76999999999998,78.38499999999999,22,5,2,2,522,Nouveaux prometteurs,Germany,,55 ans et plus,,
55037,35,2,70.47,35.235,40,5,2,1,521,Nouveaux prometteurs,France,Peau sèche,,,
55038,40,1,73.31,73.31,40,5,1,1,511,Nouveaux prometteurs,France,,35-44 ans,,
55039,20,1,30.92,30.92,20,5,1,1,511,Nouveaux prometteurs,France,Sans parfum,18-24 ans,,Zone rurale
55040,24,1,84.3,84.3,24,5,1,2,512,Nouveaux prometteurs,France,,,,
55041,30,1,318.24,318.24,30,5,1,3,513,Nouveaux prometteurs,France,,,Sans enfants,
55042,35,2,96.94,48.47,73,5,2,2,522,Nouveaux prometteurs,France,Anti-âge,18-24 ans,,
55043,173,2,111.99,55.995,568,3,2,2,322,Potentiels fidèles,France,,,,
55044,15,2,369.0,184.5,49,5,2,4,524,Nouveaux prometteurs,France,Anti-âge,55 ans et plus,,
55045,13,1,100.62,100.62,13,5,1,2,512,Nouveaux prometteurs,France,,35-44 ans,Parent de jeunes enfants,
55046,46,2,133.63,66.815,84,5,2,2,522,Nouveaux prometteurs,France,Peau sensible,,,
55047,206,2,63.54,31.77,291,3,2,1,321,Clients moyens,France,Sans parfum,,,
55048,30,2,177.67999999999998,88.83999999999999,31,5,2,3,523,Nouveaux prometteurs,France,Anti-âge,,,Périurbain
55049,12,2,163.25,81.625,33,5,2,2,522,Nouveaux prometteurs,France,Sans parfum,,,
55050,24,2,146.12,73.06,39,5,2,2,522,Nouveaux prometteurs,France,Recherche vegan,,,Périurbain
55051,43,2,56.25,28.125,52,5,2,1,521,Nouveaux prometteurs,France,,18-24 ans,,
55052,21,1,21.54,21.54,21,5,1,1,511,Nouveaux prometteurs,France,,,,
55053,38,1,13.54,13.54,38,5,1,1,511,Nouveaux prometteurs,France,Peau sèche,,Sans enfants,
55054,22,2,187.73,93.865,65,5,2,3,523,Nouveaux prometteurs,France,,18-24 ans,Jeune actif en solo,Zone rurale
55055,82,1,104.67,104.67,82,4,1,2,412,Nouveaux prometteurs,France,,,Famille avec adolescents,Zone rurale
55056,18,2,220.16000000000003,110.08000000000001,19,5,2,3,523,Nouveaux prometteurs,France,Anti-âge,35-44 ans,,
55057,27,1,35.42,35.42,27,5,1,1,511,Nouveaux prometteurs,France,Anti-âge,,,
55058,36,2,263.49,131.745,44,5,2,3,523,Nouveaux prometteurs,France,,,,
55059,58,2,99.99000000000001,49.995000000000005,310,4,2,2,422,Nouveaux prometteurs,France,,25-34 ans,,
55060,3,2,131.82999999999998,65.91499999999999,16,5,2,2,522,Nouveaux prometteurs,France,Peau sensible,,,
55061,11,2,296.99,148.495,60,5,2,3,523,Nouveaux prometteurs,France,Sans parfum,,Famille avec adolescents,Zone urbaine dense
55062,10,1,31.16,31.16,10,5,1,1,511,Nouveaux prometteurs,France,Anti-âge,,,
55063,69,2,232.93,116.465,163,4,2,3,423,Nouveaux prometteurs,France,Anti-âge,45-54 ans,,Zone urbaine dense
55064,41,2,171.81,85.905,55,5,2,2,522,Nouveaux prometteurs,Germany,,45-54 ans,,
55065,41,2,138.51,69.255,45,5,2,2,522,Nouveaux prometteurs,France,,25-34 ans,,
55066,19,1,86.06,86.06,19,5,1,2,512,Nouveaux prometteurs,France,Sans parfum,18-24 ans,,
55067,14,1,36.16,36.16,14,5,1,1,511,Nouveaux prometteurs,France,Peau sensible,55 ans et plus,,
55068,401,2,303.88,151.94,687,2,2,3,223,Hibernants,France,Recherche vegan,,Retraité(e),
55069,64,2,33.8,16.9,78,4,2,1,421,Nouveaux prometteurs,France,Sans parfum,,,Périurbain
55070,27,1,115.83,115.83,27,5,1,2,512,Nouveaux prometteurs,France,Peau mixte,,,
55071,14,2,295.98,147.99,45,5,2,3,523,Nouveaux prometteurs,Germany,Peau sèche,45-54 ans,,Zone rurale
55072,11,1,249.23999999999998,249.23999999999998,11,5,1,3,513,Nouveaux prometteurs,France,,,,
55073,238,2,250.9,125.45,374,3,2,3,323,Potentiels fidèles,France,,,,
55074,28,1,169.83,169.83,28,5,1,2,512,Nouveaux prometteurs,France,Peau mixte,25-34 ans,Retraité(e),
55075,50,2,125.13,62.565,55,5,2,2,522,Nouveaux prometteurs,France,,,,
55077,54,2,228.70999999999998,114.35499999999999,98,5,2,3,523,Nouveaux prometteurs,France,,35-44 ans,Sans enfants,
55078,57,2,175.49,87.745,64,4,2,3,423,Nouveaux prometteurs,United Kingdom,Peau sensible,,,Zone urbaine dense
55079,60,1,87.31,87.31,60,4,1,2,412,Nouveaux prometteurs,France,,35-44 ans,Famille avec adolescents,
55080,20,1,54.87,54.87,20,5,1,1,511,Nouveaux prometteurs,France,Peau sèche,,,
55081,157,2,77.17,38.585,227,3,2,1,321,Clients moyens,France,Sans parfum,,,
55082,54,1,15.3,15.3,54,5,1,1,511,Nouveaux prometteurs,France,Anti-âge,35-44 ans,,
55083,62,1,76.75999999999999,76.75999999999999,62,4,1,1,411,Nouveaux prometteurs,France,,,,
55084,6,1,101.69,101.69,6,5,1,2,512,Nouveaux prometteurs,France,Anti-âge,25-34 ans,,
55085,25,1,22.95,22.95,25,5,1,1,511,Nouveaux prometteurs,France,,,,
55086,25,2,507.18,253.59,27,5,2,4,524,Nouveaux prometteurs,France,,,,
55087,43,2,398.64,199.32,186,5,2,4,524,Nouveaux prometteurs,France,,,Sans enfants,
55088,12,2,211.85,105.925,24,5,2,3,523,Nouveaux prometteurs,Germany,Anti-âge,,,Zone rurale
55089,31,2,129.79000000000002,64.89500000000001,39,5,2,2,522,Nouveaux prometteurs,France,,,,
55090,25,2,62.65,31.325,64,5,2,1,521,Nouveaux prometteurs,France,,,Famille avec adolescents,
55091,503,7,303.04,43.291428571428575,837,2,5,3,253,À risque,France,Peau mixte,,,
55092,544,5,387.68,77.536,768,2,4,4,244,À risque,United Arab Emirates,Peau mixte,55 ans et plus,,
55093,247,5,449.5,89.9,720,3,4,4,344,Fidèles,France,Anti-imperfections,,,
55094,427,4,183.32,45.83,750,2,4,3,243,À risque,France,,,,
55095,457,4,210.1,52.525,818,2,4,3,243,À risque,United Arab Emirates,,,,
55096,703,4,361.85999999999996,90.46499999999999,922,1,4,4,144,À risque,France,Peau sèche,18-24 ans,Famille avec adolescents,Zone rurale
55097,428,3,121.28,40.42666666666667,1074,2,3,2,232,Hibernants,United Arab Emirates,Peau mixte,18-24 ans,,
55098,354,4,345.40000000000003,86.35000000000001,823,2,4,4,244,À risque,France,Peau sensible,35-44 ans,,Périurbain
55099,375,5,297.88,59.576,960,2,4,3,243,À risque,France,Recherche vegan,,Famille avec adolescents,
55100,633,5,349.36,69.872,795,1,4,4,144,À risque,France,Peau sèche,,,
55101,501,4,447.87,111.9675,715,2,4,4,244,À risque,France,,,,
55102,613,3,372.58,124.19333333333333,994,1,3,4,134,À risque,France,Recherche vegan,,,
55103,363,4,299.49,74.8725,752,2,4,3,243,À risque,France,,25-34 ans,,Périurbain
55104,383,6,517.05,86.175,812,2,4,4,244,À risque,Lithuania,,35-44 ans,Famille avec adolescents,
55105,458,4,303.45,75.8625,780,2,4,3,243,À risque,France,,,,
55106,215,7,715.2,102.17142857142858,701,3,5,5,355,Fidèles,France,Peau sensible,,,
55107,627,4,462.03999999999996,115.50999999999999,810,1,4,4,144,À risque,France,Peau mixte,25-34 ans,,Zone urbaine dense
55108,310,4,491.66999999999996,122.91749999999999,824,2,4,4,244,À risque,France,,35-44 ans,,
55109,300,5,594.52,118.904,736,3,4,4,344,Fidèles,France,,35-44 ans,,
55110,464,7,681.49,97.35571428571428,1040,2,5,4,254,À risque,France,,,,Zone rurale
55111,366,3,94.67,31.55666666666667,988,2,3,2,232,Hibernants,France,Peau sèche,,,
55112,482,3,120.64000000000001,40.21333333333334,985,2,3,2,232,Hibernants,France,Peau sèche,,,
55113,389,4,304.82000000000005,76.20500000000001,856,2,4,3,243,À risque,United Arab Emirates,,,Sans enfants,
55114,637,4,79.36,19.84,813,1,4,2,142,Hibernants,France,Anti-imperfections,45-54 ans,,
55115,378,4,208.45,52.1125,904,2,4,3,243,À risque,France,Anti-imperfections,55 ans et plus,,
55116,323,6,451.15000000000003,75.19166666666668,672,2,4,4,244,À risque,France,Sans parfum,,Jeune actif en solo,
55117,384,5,397.28,79.45599999999999,765,2,4,4,244,À risque,France,,,Sans enfants,
55118,443,3,99.49000000000001,33.163333333333334,735,2,3,2,232,Hibernants,France,,35-44 ans,,
55119,530,5,417.72,83.54400000000001,1115,2,4,4,244,À risque,France,,35-44 ans,,
55120,578,4,174.43,43.6075,909,1,4,3,143,À risque,United Arab Emirates,Peau mixte,45-54 ans,,
55121,457,5,404.09,80.818,771,2,4,4,244,À risque,France,,,,
55122,373,3,162.52,54.17333333333334,754,2,3,2,232,Hibernants,France,Peau mixte,45-54 ans,,Zone urbaine dense
55123,384,6,175.20999999999998,29.201666666666664,853,2,4,3,243,À risque,France,,,,
55124,419,5,361.19,72.238,1003,2,4,4,244,À risque,France,,,,
55125,373,4,429.27,107.3175,967,2,4,4,244,À risque,France,,45-54 ans,,
55126,714,3,143.31,47.77,1024,1,3,2,132,Hibernants,France,,,,
55127,249,6,590.3399999999999,98.38999999999999,809,3,4,4,344,Fidèles,France,Recherche vegan,,,
55128,421,6,684.85,114.14166666666667,919,2,4,4,244,À risque,France,,,,
55129,411,3,71.47999999999999,23.826666666666664,821,2,3,1,231,Hibernants,France,,,,Zone urbaine dense
55130,851,4,395.55999999999995,98.88999999999999,988,1,4,4,144,À risque,France,Peau sensible,,,
55131,470,5,371.69,74.338,1125,2,4,4,244,À risque,France,Sans parfum,35-44 ans,,Périurbain
55132,255,6,249.38,41.56333333333333,813,3,4,3,343,Fidèles,France,,,,
55133,428,4,189.20999999999998,47.302499999999995,781,2,4,3,243,À risque,France,Recherche vegan,35-44 ans,Parent de jeunes enfants,
55134,642,4,417.49,104.3725,815,1,4,4,144,À risque,France,Anti-imperfections,,Jeune actif en solo,Zone rurale
55135,380,3,166.9,55.63333333333333,966,2,3,2,232,Hibernants,France,Anti-imperfections,25-34 ans,,
55136,290,3,216.82,72.27333333333333,669,3,3,3,333,Potentiels fidèles,France,,,,
55137,415,4,651.1800000000001,162.79500000000002,969,2,4,4,244,À risque,France,,,,
55138,463,6,332.03,55.33833333333333,778,2,4,4,244,À risque,France,Anti-âge,18-24 ans,Sans enfants,
55139,607,3,158.47,52.82333333333333,1011,1,3,2,132,Hibernants,France,Recherche vegan,55 ans et plus,,
55140,387,5,503.88,100.776,1076,2,4,4,244,À risque,France,,,,
55141,358,7,992.6,141.8,852,2,5,5,255,À risque,France,Anti-imperfections,45-54 ans,,Zone urbaine dense
55142,586,3,268.13,89.37666666666667,945,1,3,3,133,À risque,France,,,,
55143,271,4,323.69999999999993,80.92499999999998,1030,3,4,3,343,Fidèles,France,Peau sèche,35-44 ans,Parent de jeunes enfants,
55144,769,2,121.09,60.545,973,1,2,2,122,Perdus,France,Anti-imperfections,25-34 ans,Jeune actif en solo,Zone urbaine dense
55145,376,4,297.64,74.41,790,2,4,3,243,À risque,France,Recherche vegan,45-54 ans,,
55146,536,6,588.48,98.08,845,2,4,4,244,À risque,France,,45-54 ans,Parent de jeunes enfants,
55147,716,4,289.42,72.355,943,1,4,3,143,À risque,France,,,,
55148,913,3,274.98,91.66000000000001,1160,1,3,3,133,À risque,France,,,,Zone rurale
55149,371,5,539.09,107.81800000000001,820,2,4,4,244,À risque,France,Anti-âge,,,Zone urbaine dense
55150,475,5,309.95,61.989999999999995,1080,2,4,3,243,À risque,France,Peau mixte,,,
55151,482,5,649.44,129.888,939,2,4,4,244,À risque,France,,55 ans et plus,,
55152,367,3,140.34,46.78,613,2,3,2,232,Hibernants,France,,35-44 ans,,Zone rurale
55153,570,6,848.03,141.33833333333334,842,1,4,5,145,À risque,France,,45-54 ans,,Périurbain
55154,540,5,285.65000000000003,57.13000000000001,902,2,4,3,243,À risque,France,,,,
55155,444,6,452.67,75.44500000000001,676,2,4,4,244,À risque,Lithuania,Peau sensible,,Famille avec adolescents,
55156,388,5,710.86,142.172,663,2,4,5,245,À risque,France,Anti-imperfections,,,
55157,315,5,177.13,35.426,948,2,4,3,243,À risque,France,Peau mixte,,,Zone urbaine dense
55158,481,4,134.9,33.725,1174,2,4,2,242,Hibernants,France,Peau sèche,25-34 ans,,
55159,717,3,294.69,98.23,831,1,3,3,133,À risque,France,,,Famille avec adolescents,
55160,331,7,830.6800000000001,118.66857142857144,615,2,5,5,255,À risque,France,Sans parfum,,,
55161,377,5,241.29999999999998,48.26,821,2,4,3,243,À risque,France,Anti-âge,55 ans et plus,Sans enfants,
55162,432,5,376.43,75.286,792,2,4,4,244,À risque,France,,,,
55163,289,6,492.5,82.08333333333333,636,3,4,4,344,Fidèles,France,,55 ans et plus,,
55164,695,3,149.03,49.67666666666667,917,1,3,2,132,Hibernants,France,,25-34 ans,,Zone rurale
55165,378,5,467.38,93.476,888,2,4,4,244,À risque,France,,,,
55166,297,2,370.99,185.495,408,3,2,4,324,Potentiels fidèles,France,Sans parfum,45-54 ans,Sans enfants,Périurbain
55167,336,6,220.58,36.763333333333335,602,2,4,3,243,À risque,France,,,,
55168,333,7,353.64,50.519999999999996,884,2,5,4,254,À risque,France,Peau mixte,,,
55169,523,5,505.71,101.142,948,2,4,4,244,À risque,France,Recherche vegan,55 ans et plus,,
55170,471,4,230.55,57.6375,944,2,4,3,243,À risque,France,Peau sèche,35-44 ans,,Zone urbaine dense
55171,233,7,599.9300000000001,85.70428571428572,796,3,5,4,354,Fidèles,France,,45-54 ans,,Périurbain
55172,484,3,355.58,118.52666666666666,745,2,3,4,234,À risque,France,,45-54 ans,,
55173,498,5,582.25,116.45,663,2,4,4,244,À risque,Lithuania,,,,
55174,301,6,415.22,69.20333333333333,728,3,4,4,344,Fidèles,France,,25-34 ans,,
55175,408,4,276.61,69.1525,1050,2,4,3,243,À risque,France,,,,
55176,325,5,245.03,49.006,886,2,4,3,243,À risque,France,,35-44 ans,,Zone urbaine dense
55177,384,5,524.96,104.992,949,2,4,4,244,À risque,France,,25-34 ans,Parent de jeunes enfants,Zone urbaine dense
55178,277,5,623.27,124.654,759,3,4,4,344,Fidèles,France,,45-54 ans,,
55179,358,6,450.86,75.14333333333333,928,2,4,4,244,À risque,France,,,,
55180,286,4,304.49,76.1225,607,3,4,3,343,Fidèles,France,,35-44 ans,Retraité(e),Périurbain
55181,335,3,202.03,67.34333333333333,626,2,3,3,233,À risque,France,Recherche vegan,,,
55182,323,4,600.8900000000001,150.22250000000003,722,2,4,4,244,À risque,France,Peau mixte,45-54 ans,,
55183,456,6,411.71000000000004,68.61833333333334,831,2,4,4,244,À risque,France,Peau sèche,,,
55184,349,4,280.21,70.0525,862,2,4,3,243,À risque,France,,25-34 ans,Famille avec adolescents,
55185,435,6,611.9300000000001,101.98833333333334,734,2,4,4,244,À risque,France,,,,
55186,495,4,294.65000000000003,73.66250000000001,797,2,4,3,243,À risque,France,Peau sèche,18-24 ans,Parent de jeunes enfants,
55187,400,5,304.31,60.862,868,2,4,3,243,À risque,France,,,,
55188,474,5,358.79,71.75800000000001,1193,2,4,4,244,À risque,France,,,,Périurbain
55189,273,5,222.39999999999998,44.48,822,3,4,3,343,Fidèles,France,Anti-imperfections,,,
55190,282,7,810.44,115.77714285714286,817,3,5,5,355,Fidèles,France,,,,
55191,373,6,656.52,109.42,894,2,4,4,244,À risque,France,,35-44 ans,,
55192,262,6,488.24,81.37333333333333,837,3,4,4,344,Fidèles,France,Peau sèche,,,
55193,455,3,189.48000000000002,63.160000000000004,751,2,3,3,233,À risque,France,,,Parent de jeunes enfants,
55194,870,2,57.92,28.96,899,1,2,1,121,Perdus,France,Peau sensible,,,
55195,668,4,390.55,97.6375,931,1,4,4,144,À risque,France,,,,
55196,476,5,293.87,58.774,860,2,4,3,243,À risque,Lithuania,,,,
55197,324,5,444.84000000000003,88.968,580,2,4,4,244,À risque,France,Peau mixte,,,
55198,425,7,541.0,77.28571428571429,834,2,5,4,254,À risque,France,Recherche vegan,25-34 ans,,
55199,393,4,521.0,130.25,712,2,4,4,244,À risque,France,Anti-âge,,Sans enfants,
55200,232,4,378.61,94.6525,611,3,4,4,344,Fidèles,France,,18-24 ans,,
55201,316,6,381.61,63.60166666666667,647,2,4,4,244,À risque,France,Peau mixte,,,Zone rurale
55202,399,5,664.69,132.93800000000002,570,2,4,4,244,À risque,France,,,,
55203,360,6,592.97,98.82833333333333,779,2,4,4,244,À risque,Lithuania,Anti-âge,,Sans enfants,Zone rurale
55204,247,5,514.5600000000001,102.912,541,3,4,4,344,Fidèles,France,,25-34 ans,,
55205,378,6,572.38,95.39666666666666,796,2,4,4,244,À risque,Lithuania,,,,Zone urbaine dense
55206,478,5,399.52,79.904,923,2,4,4,244,À risque,France,Peau mixte,18-24 ans,,Zone rurale
55207,265,5,463.63,92.726,651,3,4,4,344,Fidèles,France,,18-24 ans,,
55208,334,6,671.93,111.98833333333333,830,2,4,4,244,À risque,France,,,Retraité(e),
55209,587,5,505.49,101.098,1084,1,4,4,144,À risque,France,,,,
55210,438,4,440.31,110.0775,896,2,4,4,244,À risque,France,,,,
55211,433,3,203.38,67.79333333333334,713,2,3,3,233,À risque,France,Recherche vegan,,,Zone urbaine dense
55212,294,5,459.19,91.838,720,3,4,4,344,Fidèles,France,Anti-âge,,Sans enfants,
55213,332,5,417.06,83.412,896,2,4,4,244,À risque,United Arab Emirates,,,Retraité(e),
55214,357,7,353.54999999999995,50.50714285714285,798,2,5,4,254,À risque,France,,18-24 ans,Parent de jeunes enfants,Zone urbaine dense
55215,403,4,512.66,128.165,707,2,4,4,244,À risque,France,Peau sèche,,,
55216,252,8,1114.43,139.30375,902,3,5,5,355,Fidèles,France,,,,
55217,500,5,435.62,87.124,1004,2,4,4,244,À risque,France,,55 ans et plus,,
55218,322,4,319.55,79.8875,735,2,4,3,243,À risque,France,,35-44 ans,,
55219,376,3,141.87,47.29,934,2,3,2,232,Hibernants,France,Peau sèche,,Retraité(e),Zone urbaine dense
55220,255,6,373.51,62.251666666666665,970,3,4,4,344,Fidèles,France,,55 ans et plus,,
55221,492,4,194.88,48.72,978,2,4,3,243,À risque,France,Recherche vegan,,,
55222,267,7,758.58,108.36857142857143,667,3,5,5,355,Fidèles,France,,35-44 ans,Famille avec adolescents,
55223,383,6,572.04,95.33999999999999,734,2,4,4,244,À risque,Lithuania,Peau sèche,,Sans enfants,
55224,360,6,480.59,80.09833333333333,654,2,4,4,244,À risque,France,,45-54 ans,,Périurbain
55225,305,5,386.46999999999997,77.294,631,3,4,4,344,Fidèles,France,,,,
55226,351,4,219.86999999999998,54.967499999999994,792,2,4,3,243,À risque,France,,25-34 ans,,
55227,374,5,500.65,100.13,749,2,4,4,244,À risque,France,Recherche vegan,45-54 ans,,Zone rurale
55228,510,6,217.85,36.30833333333333,1062,2,4,3,243,À risque,France,,,,
55229,363,4,57.16,14.29,928,2,4,1,241,Hibernants,France,,55 ans et plus,,
55230,209,7,780.39,111.48428571428572,824,3,5,5,355,Fidèles,France,,,,
55231,324,5,422.99,84.598,653,2,4,4,244,À risque,France,Anti-âge,,,
55232,465,6,709.0999999999999,118.18333333333332,747,2,4,5,245,À risque,France,Peau sensible,25-34 ans,Famille avec adolescents,
55233,373,5,467.04,93.408,911,2,4,4,244,À risque,France,Recherche vegan,,Parent de jeunes enfants,Zone rurale
55234,531,4,187.54,46.885,672,2,4,3,243,À risque,France,,18-24 ans,,
55235,363,4,158.86,39.715,638,2,4,2,242,Hibernants,France,,35-44 ans,Retraité(e),Périurbain
55236,686,4,341.03,85.2575,932,1,4,4,144,À risque,France,Peau mixte,18-24 ans,,Zone urbaine dense
55237,351,3,382.53,127.50999999999999,635,2,3,4,234,À risque,France,,55 ans et plus,,
55238,400,5,474.90000000000003,94.98,1024,2,4,4,244,À risque,France,,25-34 ans,,
55239,676,4,478.74,119.685,1017,1,4,4,144,À risque,France,,25-34 ans,,
55240,593,4,226.24999999999997,56.56249999999999,978,1,4,3,143,À risque,France,Anti-imperfections,35-44 ans,,
55241,434,4,588.12,147.03,1022,2,4,4,244,À risque,France,,25-34 ans,,
55242,434,4,356.23,89.0575,821,2,4,4,244,À risque,France,,25-34 ans,Sans enfants,
55243,228,4,88.10000000000001,22.025000000000002,1010,3,4,2,342,Clients moyens,France,,,Parent de jeunes enfants,
55244,503,6,400.5,66.75,892,2,4,4,244,À risque,France,,,,
55245,411,4,311.84000000000003,77.96000000000001,982,2,4,3,243,À risque,France,Sans parfum,,,Périurbain
55246,352,5,515.38,103.076,658,2,4,4,244,À risque,France,,,Parent de jeunes enfants,
55247,335,6,509.88,84.98,683,2,4,4,244,À risque,France,,,,
55248,291,5,500.02,100.00399999999999,899,3,4,4,344,Fidèles,France,Peau mixte,,,Périurbain
55249,377,3,217.76,72.58666666666666,703,2,3,3,233,À risque,France,,35-44 ans,,Zone rurale
55250,364,7,567.62,81.08857142857143,653,2,5,4,254,À risque,France,,,,
55251,501,6,820.63,136.77166666666668,704,2,4,5,245,À risque,France,,,,Zone rurale
55252,338,6,632.6,105.43333333333334,738,2,4,4,244,À risque,France,,,Retraité(e),
55253,989,3,127.28999999999999,42.43,1151,1,3,2,132,Hibernants,France,,55 ans et plus,,
55254,353,4,420.72,105.18,1059,2,4,4,244,À risque,France,Peau sèche,35-44 ans,,
55255,247,7,878.36,125.48,691,3,5,5,355,Fidèles,France,,35-44 ans,,Zone urbaine dense
55256,472,6,634.13,105.68833333333333,755,2,4,4,244,À risque,Lithuania,,18-24 ans,,Périurbain
55257,581,4,369.67,92.4175,810,1,4,4,144,À risque,France,,,,Zone rurale
55258,482,3,261.28999999999996,87.09666666666665,563,2,3,3,233,À risque,France,Peau sèche,,,
55259,471,5,141.91,28.381999999999998,1039,2,4,2,242,Hibernants,France,Anti-imperfections,35-44 ans,Parent de jeunes enfants,
55260,262,7,621.6999999999999,88.8142857142857,869,3,5,4,354,Fidèles,France,,,,
55261,463,5,296.67,59.334,949,2,4,3,243,À risque,France,,,,
55262,366,5,213.84,42.768,658,2,4,3,243,À risque,France,,,,
55263,403,5,563.6600000000001,112.73200000000001,770,2,4,4,244,À risque,France,,55 ans et plus,,Périurbain
55264,436,4,268.78,67.195,933,2,4,3,243,À risque,United Arab Emirates,Peau sensible,,,
55265,352,5,366.7,73.34,815,2,4,4,244,À risque,France,,,,
55266,431,4,300.26,75.065,927,2,4,3,243,À risque,France,,,,
